protein,protein frequency,X12.5fmol_C1,X12.5fmol_C2,X12.5fmol_C3,X12.5fmol_C4,X12.5fmol_C5,X12.5fmol_Ro,X12.5fmol_C8,X12.5fmol_C9,X12.5fmol_C10,X25fmol_semtumorS36,X25fmol_semtumorS09,X25fmol_semtumorS40,X25fmol_semtumorS49,X25fmol_semtumorS55,X25fmol_semtumorS57,X25fmol_semtumorS61,X25fmol_semtumorS64,X25fmol_semtumorS68,X25fmol_semtumorT16,X50fmol_T1T2S17,X50fmol_T1T2S57,X50fmol_T1T2S77,X50fmol_T1T2S78,X50fmol_T1T2S79,X50fmol_T1T2T12,X50fmol_T1T2T20,X50fmol_T1T2T22,X50fmol_T1T2T23,X100fmol_T3T4S44,X100fmol_T3T4S45,X100fmol_T3T4S81,X100fmol_T3T4S82,X100fmol_T3T4T13,X100fmol_T3T4T2,X100fmol_T3T4T5,X100fmol_T3T4T65,X100fmol_T3T4T9,X100fmol_T3T4S32
O75626_PRDM1       ,37                 ,22.31631           ,22.91099           ,21.50804           ,21.75931           ,23.7964            ,24.3995            ,24.86439           ,22.19286           ,23.05479           ,25.26932           ,21.97932           ,21.5996            ,22.32726           ,22.42588           ,23.22848           ,21.9725            ,22.51326           ,23.61785           ,22.54731           ,23.52767           ,23.64955           ,23.19435           ,21.45869           ,22.18208           ,23.37836           ,23.03984           ,22.68192           ,23.55801           ,24.28539           ,22.18807           ,23.36199           ,21.98968           ,24.25314           ,22.58369           ,23.67228           ,22.27182           ,25.97351           ,23.44506           
A0A087WX49_IGLL5   ,0                  ,22.08385           ,23.60885           ,24.35528           ,23.81783           ,24.04252           ,23.93526           ,24.32444           ,24.36399           ,23.14369           ,24.75149           ,24.01954           ,22.79816           ,22.21833           ,23.74181           ,24.17767           ,25.89396           ,23.81792           ,23.7678            ,22.652             ,23.39441           ,23.49204           ,24.47234           ,25.03838           ,24.4742            ,24.07602           ,20.87643           ,25.70385           ,23.12496           ,25.06624           ,22.35192           ,25.10805           ,25.64872           ,22.90806           ,22.81943           ,23.146             ,25.071             ,23.32334           ,24.09611           
A0A0A0MS15         ,2                  ,22.38509           ,22.4189            ,22.90393           ,22.22629           ,22.47375           ,22.48505           ,21.42511           ,21.24109           ,21.64931           ,20.94692           ,21.62605           ,22.46111           ,21.90987           ,22.45851           ,22.03671           ,25.79424           ,22.33462           ,21.55375           ,22.17039           ,21.63338           ,21.54241           ,21.34435           ,23.246             ,22.2974            ,21.66505           ,22.58974           ,22.5991            ,21.41581           ,22.58749           ,21.14681           ,0                  ,21.73698           ,22.17822           ,0                  ,22.61661           ,21.62216           ,21.08148           ,21.7565            
A0A087WV47_IGHG1   ,2171               ,27.95903           ,26.78818           ,27.37559           ,28.08274           ,27.561             ,28.02781           ,29.33452           ,29.06013           ,28.43026           ,31.32405           ,31.11669           ,30.43688           ,28.43686           ,30.73409           ,29.46447           ,29.92875           ,27.58785           ,29.41131           ,29.1408            ,29.09507           ,29.83883           ,30.60284           ,28.21341           ,27.12021           ,28.8524            ,27.08487           ,29.02641           ,29.50883           ,29.99375           ,28.97057           ,27.38055           ,30.78176           ,28.95693           ,27.8715            ,30.86732           ,31.17653           ,29.90656           ,28.52932           
A0A087WVN6         ,790                ,21.54774           ,21.3133            ,22.01594           ,21.55525           ,21.63454           ,23.0625            ,21.86363           ,21.33974           ,21.03758           ,22.33691           ,0                  ,21.14663           ,21.18918           ,22.17636           ,22.58424           ,23.80528           ,22.32204           ,22.13041           ,21.68303           ,22.70814           ,22.06549           ,23.0387            ,22.98543           ,23.20632           ,21.48242           ,21.44162           ,22.79879           ,21.5644            ,23.75379           ,22.42616           ,23.62823           ,23.70988           ,21.429             ,21.88725           ,0                  ,23.93571           ,23.39558           ,22.60822           
A0A087WW89         ,0                  ,27.69551           ,26.8236            ,26.6238            ,26.69684           ,28.38311           ,27.36761           ,27.08264           ,27.87015           ,26.82905           ,27.59028           ,26.99604           ,27.42318           ,26.62422           ,27.77781           ,27.31959           ,28.6976            ,27.30835           ,26.82808           ,26.95082           ,26.45119           ,26.69922           ,27.28286           ,27.99954           ,27.41571           ,27.55274           ,27.48408           ,27.65635           ,26.16994           ,27.16595           ,26.3494            ,27.68739           ,26.99798           ,26.85341           ,26.62338           ,25.95901           ,27.13389           ,26.04766           ,27.03915           
P06753_2_TPM3      ,0                  ,24.9604            ,25.0375            ,25.00586           ,25.72786           ,24.68335           ,26.1325            ,25.60128           ,23.99645           ,27.09456           ,24.52761           ,23.36586           ,27.31173           ,25.92103           ,26.97935           ,24.49515           ,23.14235           ,26.07355           ,24.24786           ,25.86806           ,27.12573           ,25.54307           ,25.6224            ,24.38186           ,24.45105           ,25.43927           ,27.60696           ,25.3996            ,23.80469           ,25.05544           ,26.82274           ,26.84518           ,25.06229           ,26.13677           ,27.59662           ,25.62257           ,25.34137           ,24.99619           ,25.9147            
Q9Y6R7_FCGBP       ,0                  ,0                  ,23.56092           ,22.57409           ,0                  ,24.8532            ,22.1078            ,23.6468            ,0                  ,0                  ,0                  ,0                  ,0                  ,22.00607           ,0                  ,25.09808           ,22.92058           ,22.76961           ,23.04622           ,24.10334           ,21.58132           ,22.43695           ,22.35968           ,23.98494           ,23.02144           ,23.76              ,22.55417           ,0                  ,24.16415           ,23.2717            ,24.44291           ,22.83395           ,0                  ,22.58662           ,0                  ,0                  ,22.42075           ,0                  ,0                  
Q96KP4_CNDP2       ,0                  ,18.53252           ,19.84492           ,20.9805            ,21.21157           ,0                  ,19.58516           ,19.85015           ,18.44879           ,18.34983           ,19.77676           ,0                  ,17.86436           ,20.74008           ,17.92509           ,18.84472           ,0                  ,19.00135           ,21.2127            ,18.12419           ,19.5192            ,21.46752           ,20.84514           ,0                  ,19.76838           ,0                  ,0                  ,20.28895           ,0                  ,20.13596           ,20.9693            ,20.11108           ,19.91382           ,20.53146           ,0                  ,0                  ,18.00881           ,20.11502           ,19.73442           
A0A087WZH9         ,622                ,21.66032           ,20.37857           ,22.03778           ,20.70295           ,20.31274           ,21.11598           ,21.69549           ,21.41803           ,19.60174           ,21.57168           ,21.3943            ,21.66241           ,21.10687           ,22.98841           ,21.8077            ,18.88265           ,21.43461           ,22.11823           ,20.99755           ,21.35342           ,22.4714            ,0                  ,0                  ,0                  ,0                  ,19.9894            ,22.44127           ,21.5696            ,22.57568           ,21.15604           ,21.45222           ,21.85799           ,21.90716           ,21.43089           ,22.37138           ,22.07159           ,21.84514           ,23.91607           
A0A087WZM2_RNASET2 ,2590               ,22.11464           ,22.198             ,22.36552           ,21.99058           ,22.44554           ,21.83105           ,20.93366           ,22.08505           ,21.90279           ,19.66289           ,0                  ,21.91649           ,23.75277           ,21.6479            ,22.24371           ,22.25963           ,22.35006           ,22.83136           ,21.32893           ,21.85988           ,21.73099           ,21.86193           ,21.3103            ,23.12353           ,21.67612           ,0                  ,20.71154           ,20.84284           ,20.80404           ,21.7534            ,21.9379            ,22.00031           ,21.45061           ,21.48247           ,0                  ,21.3387            ,21.07601           ,21.61014           
A0A087WZW8         ,237                ,30.96857           ,30.10049           ,30.5793            ,30.12608           ,31.15822           ,30.78168           ,30.80701           ,30.83266           ,30.22182           ,31.57353           ,31.48241           ,30.56474           ,30.40294           ,31.12244           ,30.88409           ,31.82767           ,31.03335           ,30.58145           ,30.59023           ,30.20292           ,30.48472           ,31.38252           ,31.20198           ,30.93051           ,31.02128           ,30.12127           ,31.6043            ,30.10437           ,30.96079           ,30.16985           ,31.09327           ,31.19196           ,29.86609           ,29.76905           ,30.34181           ,31.52962           ,30.38587           ,29.90124           
A0A087X130         ,0                  ,26.0567            ,24.91319           ,25.37358           ,24.72151           ,26.26055           ,24.7634            ,25.81277           ,25.55821           ,25.32454           ,26.52208           ,23.92561           ,26.26428           ,24.64796           ,27.91039           ,25.16196           ,21.88189           ,26.08515           ,25.03149           ,25.70425           ,0                  ,25.10033           ,26.42326           ,25.56636           ,24.97022           ,25.8075            ,0                  ,26.2207            ,25.28093           ,25.39826           ,23.23386           ,26.03168           ,25.59012           ,24.30327           ,24.46095           ,0                  ,25.97902           ,25.3762            ,25.82898           
